FIPS,Police Precinct ID,Ge0_Name,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races
3.6061E+11,26,"Block Group 1, Census Tract 213.03, New York County, New York",1125,603,116,474,0,13,0,0,0,522,81,0,50,0,0,275,116
3.6061E+11,26,"Block Group 2, Census Tract 213.03, New York County, New York",685,488,88,341,0,0,0,0,59,197,28,18,17,0,0,130,4
3.6061E+11,26,"Block Group 3, Census Tract 213.03, New York County, New York",2313,1640,355,960,0,272,0,0,53,673,119,236,0,0,0,318,0
3.6061E+11,26,"Block Group 4, Census Tract 213.03, New York County, New York",1727,1392,438,869,0,26,0,0,59,335,118,0,0,0,0,217,0
3.6061E+11,26,"Block Group 1, Census Tract 217.03, New York County, New York",9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,26,"Block Group 0, Census Tract 219, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,26,"Block Group 1, Census Tract 219, New York County, New York",1351,418,167,142,0,109,0,0,0,933,265,123,0,0,0,394,151
3.6061E+11,26,"Block Group 2, Census Tract 219, New York County, New York",1148,432,105,319,0,0,8,0,0,716,105,262,0,0,0,269,80
3.6061E+11,26,"Block Group 3, Census Tract 219, New York County, New York",3538,1459,58,1401,0,0,0,0,0,2079,29,339,170,0,0,1415,126
3.6061E+11,26,"Block Group 4, Census Tract 219, New York County, New York",432,349,0,349,0,0,0,0,0,83,64,0,0,0,0,19,0
3.6061E+11,28,"Block Group 1, Census Tract 186, New York County, New York",2427,1030,0,792,0,238,0,0,0,1397,349,112,0,0,0,853,83
3.6061E+11,28,"Block Group 2, Census Tract 186, New York County, New York",3241,2459,412,1680,0,212,0,0,155,782,289,52,0,0,0,441,0
3.6061E+11,28,"Block Group 3, Census Tract 186, New York County, New York",2260,1466,31,1311,0,0,0,0,124,794,509,0,0,0,0,211,74
3.6061E+11,28,"Block Group 1, Census Tract 190, New York County, New York",3452,3031,637,2001,34,291,0,9,59,421,154,125,0,0,0,72,70
3.6061E+11,28,"Block Group 1, Census Tract 197.02, New York County, New York",2460,1958,676,820,4,398,0,0,60,502,158,93,20,0,0,185,46
3.6061E+11,28,"Block Group 1, Census Tract 200, New York County, New York",1801,1554,402,1075,0,27,0,0,50,247,114,0,0,0,0,133,0
3.6061E+11,28,"Block Group 2, Census Tract 200, New York County, New York",1593,1227,369,703,0,76,0,0,79,366,114,82,0,0,0,170,0
3.6061E+11,28,"Block Group 1, Census Tract 201.02, New York County, New York",1022,739,312,344,0,49,0,10,24,283,96,114,0,0,0,73,0
3.6061E+11,28,"Block Group 2, Census Tract 201.02, New York County, New York",1665,1466,540,783,0,102,0,32,9,199,179,20,0,0,0,0,0
3.6061E+11,28,"Block Group 3, Census Tract 201.02, New York County, New York",717,549,151,332,0,22,0,10,34,168,75,57,0,0,0,36,0
3.6061E+11,28,"Block Group 4, Census Tract 201.02, New York County, New York",1050,881,299,541,0,10,0,0,31,169,57,62,0,0,0,50,0
3.6061E+11,28,"Block Group 3, Census Tract 208, New York County, New York",1556,1215,371,780,0,49,0,0,15,341,57,70,25,46,0,143,0
3.6061E+11,28,"Block Group 1, Census Tract 216, New York County, New York",2522,2005,588,1173,0,184,0,17,43,517,122,53,0,0,0,330,12
3.6061E+11,28,"Block Group 2, Census Tract 216, New York County, New York",742,561,175,291,0,57,0,0,38,181,102,0,0,0,0,71,8
3.6061E+11,28,"Block Group 3, Census Tract 216, New York County, New York",1245,1191,52,1070,0,19,0,0,50,54,20,0,0,0,0,34,0
3.6061E+11,28,"Block Group 4, Census Tract 216, New York County, New York",1711,1422,647,735,0,15,0,0,25,289,59,58,0,0,0,172,0
3.6061E+11,28,"Block Group 5, Census Tract 216, New York County, New York",2062,1584,595,846,0,115,0,0,28,478,79,186,47,0,0,166,0
3.6061E+11,28,"Block Group 1, Census Tract 218, New York County, New York",1139,991,328,537,0,55,0,0,71,148,45,38,0,0,31,0,34
3.6061E+11,28,"Block Group 2, Census Tract 218, New York County, New York",1795,1508,165,1343,0,0,0,0,0,287,80,62,0,0,0,91,54
3.6061E+11,28,"Block Group 3, Census Tract 218, New York County, New York",2420,2160,512,1596,0,52,0,0,0,260,30,0,0,0,0,230,0
3.6061E+11,28,"Block Group 4, Census Tract 218, New York County, New York",1983,1401,378,904,0,17,0,0,102,582,18,63,0,0,0,492,9
3.6061E+11,28,"Block Group 1, Census Tract 220, New York County, New York",1050,795,98,661,0,20,0,0,16,255,144,19,0,0,0,92,0
3.6061E+11,28,"Block Group 2, Census Tract 220, New York County, New York",1430,1412,324,926,0,142,0,0,20,18,18,0,0,0,0,0,0
3.6061E+11,28,"Block Group 3, Census Tract 220, New York County, New York",783,448,41,385,0,22,0,0,0,335,0,0,0,0,0,259,76
3.6061E+11,28,"Block Group 4, Census Tract 220, New York County, New York",1304,977,269,530,0,159,0,0,19,327,147,159,0,0,0,21,0
3.6061E+11,28,"Block Group 5, Census Tract 220, New York County, New York",1698,1499,213,1149,0,137,0,0,0,199,17,56,0,0,0,126,0
3.6061E+11,28,"Block Group 1, Census Tract 222, New York County, New York",1497,1329,490,628,0,66,0,14,131,168,51,66,0,0,0,41,10
3.6061E+11,28,"Block Group 2, Census Tract 222, New York County, New York",1826,1642,691,796,0,123,0,17,15,184,18,17,0,0,0,139,10
3.6061E+11,28,"Block Group 2, Census Tract 224, New York County, New York",1305,975,385,563,0,0,0,0,27,330,0,0,0,0,0,330,0
3.6061E+11,28,"Block Group 1, Census Tract 257, New York County, New York",734,496,230,167,0,86,0,13,0,238,11,25,0,0,0,202,0
3.6061E+11,28,"Block Group 2, Census Tract 257, New York County, New York",1400,1210,410,683,0,67,0,0,50,190,71,36,0,0,0,83,0
3.6061E+11,28,"Block Group 3, Census Tract 257, New York County, New York",2475,2033,896,880,0,198,0,0,59,442,113,62,0,0,0,267,0
3.6061E+11,30,"Block Group 0, Census Tract 223.01, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,30,"Block Group 1, Census Tract 223.01, New York County, New York",1626,226,151,75,0,0,0,0,0,1400,246,30,0,0,0,600,524
3.6061E+11,30,"Block Group 2, Census Tract 223.01, New York County, New York",2573,301,233,56,0,0,0,0,12,2272,489,162,0,0,0,1076,545
3.6061E+11,30,"Block Group 3, Census Tract 223.01, New York County, New York",2438,1206,623,200,0,197,0,0,186,1232,227,203,0,0,0,402,400
3.6061E+11,30,"Block Group 4, Census Tract 223.01, New York County, New York",1679,408,145,263,0,0,0,0,0,1271,996,0,27,0,0,203,45
3.6061E+11,30,"Block Group 0, Census Tract 223.02, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,30,"Block Group 1, Census Tract 223.02, New York County, New York",3405,1620,376,697,30,401,0,11,105,1785,651,206,62,0,0,445,421
3.6061E+11,30,"Block Group 0, Census Tract 225, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,30,"Block Group 1, Census Tract 225, New York County, New York",3238,1735,912,611,0,0,0,13,199,1503,665,247,0,0,0,454,137
3.6061E+11,30,"Block Group 2, Census Tract 225, New York County, New York",3196,2002,417,1180,30,213,0,16,146,1194,546,129,0,61,0,136,322
3.6061E+11,30,"Block Group 3, Census Tract 225, New York County, New York",1308,701,205,227,0,218,0,0,51,607,67,189,0,0,0,270,81
3.6061E+11,30,"Block Group 4, Census Tract 225, New York County, New York",1164,487,39,433,15,0,0,0,0,677,0,80,0,0,0,225,372
3.6061E+11,30,"Block Group 5, Census Tract 225, New York County, New York",2166,530,389,82,0,59,0,0,0,1636,142,233,0,0,0,739,522
3.6061E+11,30,"Block Group 1, Census Tract 227, New York County, New York",1921,1064,503,508,0,25,0,0,28,857,313,77,0,0,0,467,0
3.6061E+11,30,"Block Group 2, Census Tract 227, New York County, New York",1881,1333,584,675,0,42,0,13,19,548,460,39,0,0,0,49,0
3.6061E+11,30,"Block Group 3, Census Tract 227, New York County, New York",2073,1265,188,847,0,91,0,0,139,808,203,256,0,0,0,192,157
3.6061E+11,30,"Block Group 0, Census Tract 229, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,30,"Block Group 1, Census Tract 229, New York County, New York",753,477,222,176,0,64,0,15,0,276,276,0,0,0,0,0,0
3.6061E+11,30,"Block Group 2, Census Tract 229, New York County, New York",1522,803,218,533,0,19,0,0,33,719,231,111,0,0,0,75,302
3.6061E+11,30,"Block Group 3, Census Tract 229, New York County, New York",2334,1326,479,586,0,187,0,0,74,1008,138,73,0,0,0,342,455
3.6061E+11,30,"Block Group 4, Census Tract 229, New York County, New York",2283,932,213,404,0,0,0,16,299,1351,176,75,0,0,0,667,433
3.6061E+11,30,"Block Group 5, Census Tract 229, New York County, New York",1889,788,414,302,12,28,0,0,32,1101,269,117,0,0,0,715,0
3.6061E+11,30,"Block Group 1, Census Tract 231, New York County, New York",2691,1233,326,697,0,71,0,0,139,1458,203,242,81,0,0,210,722
3.6061E+11,30,"Block Group 2, Census Tract 231, New York County, New York",2256,1065,197,851,0,0,0,17,0,1191,435,111,45,0,0,192,408
3.6061E+11,30,"Block Group 3, Census Tract 231, New York County, New York",1813,1434,337,1079,0,0,0,0,18,379,66,120,0,0,0,140,53
3.6061E+11,30,"Block Group 0, Census Tract 233, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,30,"Block Group 1, Census Tract 233, New York County, New York",2304,1117,351,431,0,219,0,0,116,1187,469,124,0,36,0,143,415
3.6061E+11,30,"Block Group 2, Census Tract 233, New York County, New York",2532,1703,804,619,0,123,0,0,157,829,152,283,0,0,0,43,351
3.6061E+11,30,"Block Group 3, Census Tract 233, New York County, New York",2429,948,335,565,0,22,0,0,26,1481,313,373,0,0,0,706,89
3.6061E+11,30,"Block Group 1, Census Tract 235.01, New York County, New York",1248,681,326,315,0,24,0,0,16,567,76,55,0,0,0,318,118
3.6061E+11,30,"Block Group 2, Census Tract 235.01, New York County, New York",2725,1607,461,1048,0,59,0,0,39,1118,217,0,0,0,0,901,0
3.6061E+11,30,"Block Group 3, Census Tract 235.01, New York County, New York",768,348,89,230,0,0,0,0,29,420,215,0,0,0,0,178,27
3.6061E+11,30,"Block Group 4, Census Tract 235.01, New York County, New York",2079,1426,358,997,0,28,0,0,43,653,78,141,0,0,0,374,60
3.6061E+11,30,"Block Group 0, Census Tract 237, New York County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6061E+11,30,"Block Group 1, Census Tract 237, New York County, New York",3356,1823,365,1213,0,88,0,22,135,1533,136,117,0,0,0,520,760
3.6061E+11,30,"Block Group 2, Census Tract 237, New York County, New York",2612,1612,638,419,0,227,0,0,328,1000,286,22,0,0,0,200,492
3.6061E+11,30,"Block Group 3, Census Tract 237, New York County, New York",1753,602,228,232,0,85,0,19,38,1151,481,26,19,0,0,298,327
3.6061E+11,32,"Block Group 1, Census Tract 208, New York County, New York",2094,1626,274,1257,0,26,0,0,69,468,46,315,0,0,0,0,107
3.6061E+11,32,"Block Group 2, Census Tract 208, New York County, New York",1916,1684,335,1125,0,64,0,0,160,232,139,6,37,0,0,0,50
3.6061E+11,32,"Block Group 1, Census Tract 212, New York County, New York",1885,1211,55,1012,0,138,0,0,6,674,106,278,0,0,0,211,79
3.6061E+11,32,"Block Group 2, Census Tract 212, New York County, New York",46,46,18,19,0,0,0,9,0,0,0,0,0,0,0,0,0
3.6061E+11,32,"Block Group 3, Census Tract 212, New York County, New York",956,875,119,631,0,30,0,0,95,81,0,0,0,0,0,81,0
3.6061E+11,32,"Block Group 4, Census Tract 212, New York County, New York",1728,1674,165,1375,0,75,0,0,59,54,32,11,0,0,0,11,0
3.6061E+11,32,"Block Group 1, Census Tract 214, New York County, New York",1745,1648,143,1413,0,52,0,0,40,97,7,34,0,0,16,21,19
3.6061E+11,32,"Block Group 2, Census Tract 214, New York County, New York",1688,1459,111,1255,0,36,0,0,57,229,130,0,6,0,7,71,15
3.6061E+11,32,"Block Group 1, Census Tract 215, New York County, New York",1185,961,349,439,0,154,0,19,0,224,33,119,0,0,0,72,0
3.6061E+11,32,"Block Group 2, Census Tract 215, New York County, New York",3335,2317,273,1994,0,0,0,0,50,1018,168,70,0,0,0,768,12
3.6061E+11,32,"Block Group 1, Census Tract 221.02, New York County, New York",1290,1111,352,600,0,47,0,57,55,179,0,70,0,0,0,109,0
3.6061E+11,32,"Block Group 2, Census Tract 221.02, New York County, New York",1304,1274,300,919,0,22,0,0,33,30,12,8,0,0,0,0,10
3.6061E+11,32,"Block Group 1, Census Tract 224, New York County, New York",2291,1755,441,1283,31,0,0,0,0,536,111,43,0,0,0,358,24
3.6061E+11,32,"Block Group 3, Census Tract 224, New York County, New York",2199,1678,0,1678,0,0,0,0,0,521,92,76,0,0,0,253,100
3.6061E+11,32,"Block Group 4, Census Tract 224, New York County, New York",2497,1516,64,1388,0,64,0,0,0,981,88,23,0,0,0,870,0
3.6061E+11,32,"Block Group 1, Census Tract 226, New York County, New York",1828,1696,383,1249,0,11,0,11,42,132,58,51,0,0,0,23,0
3.6061E+11,32,"Block Group 2, Census Tract 226, New York County, New York",1055,702,72,470,0,68,0,0,92,353,78,19,0,0,0,217,39
3.6061E+11,32,"Block Group 3, Census Tract 226, New York County, New York",1848,1488,179,1254,4,25,0,0,26,360,93,84,0,8,0,117,58
3.6061E+11,32,"Block Group 1, Census Tract 228, New York County, New York",1765,1678,197,1410,0,27,0,0,44,87,19,0,0,0,0,54,14
3.6061E+11,32,"Block Group 2, Census Tract 228, New York County, New York",1453,1212,95,1017,5,10,0,0,85,241,16,142,0,0,0,83,0
3.6061E+11,32,"Block Group 3, Census Tract 228, New York County, New York",1674,1262,269,895,0,32,0,53,13,412,0,0,0,0,0,312,100
3.6061E+11,32,"Block Group 4, Census Tract 228, New York County, New York",1435,1417,284,835,25,57,0,0,216,18,0,0,0,0,0,18,0
3.6061E+11,32,"Block Group 1, Census Tract 230, New York County, New York",1776,1667,85,1471,0,52,0,0,59,109,19,0,0,0,0,0,90
3.6061E+11,32,"Block Group 2, Census Tract 230, New York County, New York",2151,1519,302,1168,0,14,0,0,35,632,128,131,0,61,0,229,83
3.6061E+11,32,"Block Group 3, Census Tract 230, New York County, New York",1514,1226,194,993,0,0,0,0,39,288,0,28,0,0,0,260,0
3.6061E+11,32,"Block Group 4, Census Tract 230, New York County, New York",2516,1521,16,1459,0,46,0,0,0,995,267,387,0,0,0,172,169
3.6061E+11,32,"Block Group 5, Census Tract 230, New York County, New York",1172,940,114,651,0,19,65,35,56,232,43,20,0,0,0,34,135
3.6061E+11,32,"Block Group 1, Census Tract 232, New York County, New York",1041,788,125,521,0,117,10,0,15,253,77,38,0,0,0,126,12
3.6061E+11,32,"Block Group 2, Census Tract 232, New York County, New York",2349,926,88,838,0,0,0,0,0,1423,243,728,0,0,0,336,116
3.6061E+11,32,"Block Group 3, Census Tract 232, New York County, New York",1930,1333,0,1333,0,0,0,0,0,597,284,177,0,0,0,136,0
3.6061E+11,32,"Block Group 4, Census Tract 232, New York County, New York",3192,2051,271,1697,0,32,0,0,51,1141,138,26,0,0,0,958,19
3.6061E+11,32,"Block Group 1, Census Tract 234, New York County, New York",2395,1839,253,1489,0,82,0,0,15,556,82,186,0,0,0,241,47
3.6061E+11,32,"Block Group 2, Census Tract 234, New York County, New York",2933,2129,237,1689,83,27,0,0,93,804,238,165,0,0,0,389,12
3.6061E+11,32,"Block Group 1, Census Tract 235.02, New York County, New York",2022,1692,236,1429,0,7,0,0,20,330,57,77,0,0,0,180,16
3.6061E+11,32,"Block Group 1, Census Tract 236, New York County, New York",2189,1993,36,1639,0,30,0,0,288,196,21,46,0,0,0,129,0
3.6061E+11,32,"Block Group 2, Census Tract 236, New York County, New York",1451,822,90,683,0,8,0,0,41,629,126,0,0,0,0,503,0
3.6061E+11,32,"Block Group 3, Census Tract 236, New York County, New York",530,37,0,37,0,0,0,0,0,493,287,66,0,0,0,123,17
3.6061E+11,32,"Block Group 4, Census Tract 236, New York County, New York",2963,2737,0,2606,28,15,0,0,88,226,25,144,0,0,0,57,0
3.6061E+11,32,"Block Group 1, Census Tract 243.02, New York County, New York",2355,975,15,908,0,0,0,0,52,1380,327,205,0,0,0,806,42
3.6061E+11,32,"Block Group 2, Census Tract 243.02, New York County, New York",3023,1381,0,1296,0,85,0,0,0,1642,121,295,108,0,0,910,208
3.6061E+11,32,"Block Group 3, Census Tract 243.02, New York County, New York",2271,1707,0,1676,31,0,0,0,0,564,258,154,13,0,0,139,0
3.6061E+11,32,"Block Group 1, Census Tract 259, New York County, New York",2404,1719,450,1019,0,133,0,12,105,685,219,12,0,0,0,316,138
3.6061E+11,32,"Block Group 2, Census Tract 259, New York County, New York",1231,793,213,537,0,6,0,9,28,438,148,40,0,0,0,250,0
3.6047E+11,73,"Block Group 1, Census Tract 301, Kings County, New York",1003,797,71,529,0,197,0,0,0,206,0,173,0,0,0,33,0
3.6047E+11,73,"Block Group 2, Census Tract 301, Kings County, New York",735,691,4,687,0,0,0,0,0,44,0,43,0,0,0,1,0
3.6047E+11,73,"Block Group 1, Census Tract 303, Kings County, New York",2174,1793,24,1769,0,0,0,0,0,381,28,107,0,0,0,222,24
3.6047E+11,73,"Block Group 2, Census Tract 303, Kings County, New York",934,733,0,722,0,0,0,0,11,201,0,16,0,0,0,185,0
3.6047E+11,73,"Block Group 3, Census Tract 303, Kings County, New York",2012,1413,51,1266,0,45,0,0,51,599,0,149,0,18,0,389,43
3.6047E+11,73,"Block Group 1, Census Tract 361, Kings County, New York",684,517,18,481,0,0,0,0,18,167,15,89,0,0,0,63,0
3.6047E+11,73,"Block Group 2, Census Tract 361, Kings County, New York",1289,1149,106,1026,0,17,0,0,0,140,34,6,0,0,0,89,11
3.6047E+11,73,"Block Group 3, Census Tract 361, Kings County, New York",1000,653,0,638,0,0,0,15,0,347,25,38,0,0,0,284,0
3.6047E+11,73,"Block Group 1, Census Tract 363, Kings County, New York",435,316,16,285,0,15,0,0,0,119,0,28,39,0,0,52,0
3.6047E+11,73,"Block Group 2, Census Tract 363, Kings County, New York",1620,1221,81,1087,0,0,0,0,53,399,0,86,0,0,0,313,0
3.6047E+11,73,"Block Group 3, Census Tract 363, Kings County, New York",1626,1558,126,1420,0,0,0,0,12,68,11,57,0,0,0,0,0
3.6047E+11,73,"Block Group 4, Census Tract 363, Kings County, New York",650,617,0,617,0,0,0,0,0,33,0,33,0,0,0,0,0
3.6047E+11,73,"Block Group 1, Census Tract 365.01, Kings County, New York",2166,2066,21,2027,0,18,0,0,0,100,6,94,0,0,0,0,0
3.6047E+11,73,"Block Group 2, Census Tract 365.01, Kings County, New York",750,628,0,628,0,0,0,0,0,122,0,0,0,0,0,122,0
3.6047E+11,73,"Block Group 1, Census Tract 365.02, Kings County, New York",1282,917,63,845,0,9,0,0,0,365,81,24,0,0,0,235,25
3.6047E+11,73,"Block Group 1, Census Tract 367, Kings County, New York",1095,766,51,588,0,70,0,11,46,329,34,48,0,0,0,235,12
3.6047E+11,73,"Block Group 2, Census Tract 367, Kings County, New York",310,278,5,273,0,0,0,0,0,32,19,0,0,0,0,13,0
3.6047E+11,73,"Block Group 1, Census Tract 369, Kings County, New York",1561,1235,256,979,0,0,0,0,0,326,79,21,0,0,0,226,0
3.6047E+11,73,"Block Group 2, Census Tract 369, Kings County, New York",1230,701,37,627,0,3,0,0,34,529,98,60,0,0,0,288,83
3.6047E+11,73,"Block Group 3, Census Tract 369, Kings County, New York",1259,1045,42,990,0,5,0,0,8,214,9,55,0,0,0,130,20
3.6047E+11,73,"Block Group 4, Census Tract 369, Kings County, New York",1569,998,6,986,0,6,0,0,0,571,49,54,0,0,0,468,0
3.6047E+11,73,"Block Group 1, Census Tract 371, Kings County, New York",822,723,112,530,0,50,0,0,31,99,0,82,0,17,0,0,0
3.6047E+11,73,"Block Group 2, Census Tract 371, Kings County, New York",1006,859,198,661,0,0,0,0,0,147,0,50,0,0,0,97,0
3.6047E+11,73,"Block Group 3, Census Tract 371, Kings County, New York",893,539,20,476,0,0,0,0,43,354,0,254,0,0,0,100,0
3.6047E+11,73,"Block Group 4, Census Tract 371, Kings County, New York",1227,1080,18,1062,0,0,0,0,0,147,0,100,0,0,0,47,0
3.6047E+11,73,"Block Group 5, Census Tract 371, Kings County, New York",543,532,0,502,0,30,0,0,0,11,0,0,0,0,0,11,0
3.6047E+11,73,"Block Group 1, Census Tract 373, Kings County, New York",865,703,36,654,0,13,0,0,0,162,68,0,0,0,0,94,0
3.6047E+11,73,"Block Group 2, Census Tract 373, Kings County, New York",771,708,199,436,27,46,0,0,0,63,29,0,0,0,0,34,0
3.6047E+11,73,"Block Group 3, Census Tract 373, Kings County, New York",1008,707,47,618,21,7,0,0,14,301,69,232,0,0,0,0,0
3.6047E+11,73,"Block Group 4, Census Tract 373, Kings County, New York",1406,955,165,784,0,6,0,0,0,451,3,157,0,0,0,291,0
3.60471E+11,73,"Block Group 6, Census Tract 890, Kings County, New York",966,842,48,784,0,0,0,0,10,124,23,0,0,0,0,82,19
3.60471E+11,73,"Block Group 4, Census Tract 892, Kings County, New York",725,705,0,612,0,0,0,17,76,20,0,0,0,0,0,20,0
3.60471E+11,73,"Block Group 1, Census Tract 894, Kings County, New York",866,767,0,767,0,0,0,0,0,99,0,0,0,0,0,0,99
3.60471E+11,73,"Block Group 2, Census Tract 894, Kings County, New York",646,630,0,570,0,0,0,0,60,16,0,16,0,0,0,0,0
3.60471E+11,73,"Block Group 3, Census Tract 894, Kings County, New York",1518,1323,197,1018,0,108,0,0,0,195,40,41,0,0,0,114,0
3.60471E+11,73,"Block Group 4, Census Tract 894, Kings County, New York",419,408,40,368,0,0,0,0,0,11,0,0,0,0,0,11,0
3.60471E+11,73,"Block Group 1, Census Tract 896, Kings County, New York",705,625,0,625,0,0,0,0,0,80,0,0,0,0,0,80,0
3.60471E+11,73,"Block Group 2, Census Tract 896, Kings County, New York",1520,1304,45,1086,0,111,0,0,62,216,0,166,0,0,0,50,0
3.60471E+11,73,"Block Group 3, Census Tract 896, Kings County, New York",1102,926,7,904,0,15,0,0,0,176,51,49,0,0,0,76,0
3.60471E+11,73,"Block Group 1, Census Tract 898, Kings County, New York",970,910,33,877,0,0,0,0,0,60,35,25,0,0,0,0,0
3.60471E+11,73,"Block Group 2, Census Tract 898, Kings County, New York",718,694,0,678,0,16,0,0,0,24,24,0,0,0,0,0,0
3.60471E+11,73,"Block Group 1, Census Tract 900, Kings County, New York",401,349,0,349,0,0,0,0,0,52,0,20,0,0,0,9,23
3.60471E+11,73,"Block Group 2, Census Tract 900, Kings County, New York",396,367,0,367,0,0,0,0,0,29,0,10,0,0,0,19,0
