FIPS,Police Precinct ID,Ge0_Name,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races
3.60811E+11,104,"Block Group 1, Census Tract 661, Queens County, New York",1546,1402,1282,26,0,75,0,0,19,144,121,0,0,0,0,23,0
3.60811E+11,104,"Block Group 1, Census Tract 663, Queens County, New York",585,563,434,6,0,123,0,0,0,22,15,0,0,0,0,7,0
3.60811E+11,104,"Block Group 2, Census Tract 663, Queens County, New York",1315,1177,1011,0,0,166,0,0,0,138,68,0,0,0,0,70,0
3.60811E+11,104,"Block Group 3, Census Tract 663, Queens County, New York",705,659,553,0,0,87,0,0,19,46,30,0,0,0,0,0,16
3.60811E+11,104,"Block Group 1, Census Tract 665.01, Queens County, New York",965,955,945,10,0,0,0,0,0,10,10,0,0,0,0,0,0
3.60811E+11,104,"Block Group 2, Census Tract 665.01, Queens County, New York",1068,991,963,0,0,0,0,0,28,77,9,0,0,0,0,27,41
3.60811E+11,104,"Block Group 3, Census Tract 665.01, Queens County, New York",1290,1094,1030,1,0,11,0,0,52,196,143,0,0,0,0,53,0
3.60811E+11,104,"Block Group 4, Census Tract 665.01, Queens County, New York",568,464,390,0,0,74,0,0,0,104,29,0,0,0,0,75,0
3.60811E+11,104,"Block Group 1, Census Tract 667.01, Queens County, New York",1282,868,830,10,0,28,0,0,0,414,251,45,0,0,0,53,65
3.60811E+11,104,"Block Group 2, Census Tract 667.01, Queens County, New York",1167,1037,1012,0,0,25,0,0,0,130,106,0,0,0,0,24,0
3.60811E+11,104,"Block Group 1, Census Tract 669, Queens County, New York",869,847,801,0,0,46,0,0,0,22,10,0,0,0,0,12,0
3.60811E+11,104,"Block Group 2, Census Tract 669, Queens County, New York",715,682,630,0,0,52,0,0,0,33,5,0,0,0,0,28,0
3.60811E+11,104,"Block Group 1, Census Tract 671, Queens County, New York",1334,1290,934,0,0,351,0,0,5,44,15,0,7,0,0,14,8
3.60811E+11,104,"Block Group 2, Census Tract 671, Queens County, New York",1034,981,738,0,0,217,0,0,26,53,48,0,0,0,0,5,0
3.60811E+11,104,"Block Group 1, Census Tract 677, Queens County, New York",819,792,631,0,0,161,0,0,0,27,19,0,0,0,0,8,0
3.60811E+11,104,"Block Group 2, Census Tract 677, Queens County, New York",946,882,805,24,0,53,0,0,0,64,58,0,0,0,0,6,0
3.60811E+11,104,"Block Group 1, Census Tract 679, Queens County, New York",432,313,268,6,0,39,0,0,0,119,19,3,0,0,0,0,97
3.60811E+11,104,"Block Group 2, Census Tract 679, Queens County, New York",2333,1265,902,73,0,128,0,0,162,1068,531,0,0,0,0,510,27
3.60811E+11,104,"Block Group 3, Census Tract 679, Queens County, New York",1163,947,860,0,0,55,0,15,17,216,159,0,0,0,0,46,11
3.6081E+11,105,"Block Group 1, Census Tract 306, Queens County, New York",1383,1337,48,1210,0,1,0,69,9,46,1,45,0,0,0,0,0
3.6081E+11,105,"Block Group 2, Census Tract 306, Queens County, New York",1176,1000,34,938,0,28,0,0,0,176,10,155,0,0,0,0,11
3.6081E+11,105,"Block Group 3, Census Tract 306, Queens County, New York",1684,1652,96,1369,0,132,0,31,24,32,10,0,0,0,0,0,22
3.6081E+11,105,"Block Group 4, Census Tract 306, Queens County, New York",584,497,9,488,0,0,0,0,0,87,72,0,0,0,0,15,0
3.6081E+11,105,"Block Group 1, Census Tract 320, Queens County, New York",833,819,13,723,0,34,0,2,47,14,0,12,0,0,0,1,1
3.6081E+11,105,"Block Group 2, Census Tract 320, Queens County, New York",980,760,53,685,0,0,0,0,22,220,108,9,0,0,0,85,18
3.6081E+11,105,"Block Group 3, Census Tract 320, Queens County, New York",2282,2126,0,2119,0,0,0,0,7,156,64,36,0,0,0,30,26
3.6081E+11,105,"Block Group 4, Census Tract 320, Queens County, New York",1002,969,96,812,0,61,0,0,0,33,0,18,0,0,0,15,0
3.6081E+11,105,"Block Group 1, Census Tract 328, Queens County, New York",1169,1035,34,990,0,0,0,0,11,134,6,123,0,0,0,5,0
3.6081E+11,105,"Block Group 2, Census Tract 328, Queens County, New York",1357,1248,11,1124,0,0,30,14,69,109,26,53,0,0,0,17,13
3.6081E+11,105,"Block Group 1, Census Tract 358, Queens County, New York",665,655,0,655,0,0,0,0,0,10,0,0,0,0,0,10,0
3.6081E+11,105,"Block Group 2, Census Tract 358, Queens County, New York",1628,1486,58,1305,0,0,0,92,31,142,0,123,0,0,0,19,0
3.6081E+11,105,"Block Group 3, Census Tract 358, Queens County, New York",1180,1063,0,1063,0,0,0,0,0,117,96,21,0,0,0,0,0
3.6081E+11,105,"Block Group 4, Census Tract 358, Queens County, New York",647,595,10,585,0,0,0,0,0,52,0,52,0,0,0,0,0
3.6081E+11,105,"Block Group 2, Census Tract 492, Queens County, New York",577,493,66,291,0,120,0,15,1,84,45,2,0,18,0,18,1
3.6081E+11,105,"Block Group 3, Census Tract 492, Queens County, New York",2357,2286,32,672,0,1306,0,52,224,71,31,40,0,0,0,0,0
3.6081E+11,105,"Block Group 1, Census Tract 496, Queens County, New York",1210,936,81,217,0,287,0,253,98,274,117,3,0,0,0,123,31
3.6081E+11,105,"Block Group 2, Census Tract 496, Queens County, New York",1230,965,51,429,0,237,0,82,166,265,78,0,0,0,95,69,23
3.6081E+11,105,"Block Group 3, Census Tract 496, Queens County, New York",856,545,12,139,0,261,0,105,28,311,98,0,0,0,0,213,0
3.60811E+11,105,"Block Group 1, Census Tract 512, Queens County, New York",1449,1296,7,1108,0,15,0,156,10,153,5,0,0,0,0,148,0
3.60811E+11,105,"Block Group 2, Census Tract 512, Queens County, New York",925,842,5,592,0,83,0,162,0,83,0,6,0,0,0,77,0
3.60811E+11,105,"Block Group 3, Census Tract 512, Queens County, New York",457,393,0,367,0,0,0,26,0,64,24,0,0,0,0,40,0
3.60811E+11,105,"Block Group 1, Census Tract 516, Queens County, New York",1127,988,0,952,0,0,0,0,36,139,117,0,0,0,0,22,0
3.60811E+11,105,"Block Group 2, Census Tract 516, Queens County, New York",1014,799,11,770,18,0,0,0,0,215,118,30,0,0,0,67,0
3.60811E+11,105,"Block Group 1, Census Tract 534.01, Queens County, New York",855,855,15,834,0,0,0,0,6,0,0,0,0,0,0,0,0
3.60811E+11,105,"Block Group 2, Census Tract 534.01, Queens County, New York",1218,1080,41,1006,0,0,0,0,33,138,0,21,0,0,0,117,0
3.60811E+11,105,"Block Group 1, Census Tract 536.01, Queens County, New York",1298,1243,0,1123,0,0,0,98,22,55,5,0,6,0,0,44,0
3.60811E+11,105,"Block Group 2, Census Tract 536.01, Queens County, New York",752,564,0,526,0,27,0,0,11,188,83,0,0,0,0,105,0
3.60811E+11,105,"Block Group 1, Census Tract 538, Queens County, New York",804,787,0,787,0,0,0,0,0,17,0,0,0,0,0,17,0
3.60811E+11,105,"Block Group 2, Census Tract 538, Queens County, New York",978,893,16,726,14,68,0,69,0,85,0,35,0,0,0,50,0
3.60811E+11,105,"Block Group 1, Census Tract 540, Queens County, New York",1956,1594,25,1253,50,119,0,147,0,362,67,31,0,0,0,264,0
3.60811E+11,105,"Block Group 2, Census Tract 540, Queens County, New York",1063,1017,7,902,0,69,0,0,39,46,0,36,0,0,0,0,10
3.60811E+11,105,"Block Group 3, Census Tract 540, Queens County, New York",1517,1237,33,767,0,89,0,318,30,280,21,3,0,0,0,229,27
3.60811E+11,105,"Block Group 1, Census Tract 542, Queens County, New York",1062,810,161,137,0,150,0,147,215,252,78,45,0,0,0,101,28
3.60811E+11,105,"Block Group 2, Census Tract 542, Queens County, New York",1510,1143,262,204,0,134,0,199,344,367,359,0,0,0,0,8,0
3.60811E+11,105,"Block Group 3, Census Tract 542, Queens County, New York",1142,908,49,272,0,358,0,122,107,234,186,0,0,0,0,19,29
3.60811E+11,105,"Block Group 4, Census Tract 542, Queens County, New York",1381,1189,132,322,0,405,0,147,183,192,170,0,0,21,0,1,0
3.60811E+11,105,"Block Group 1, Census Tract 548, Queens County, New York",1334,1148,52,184,22,603,0,118,169,186,42,8,0,23,0,107,6
3.60811E+11,105,"Block Group 2, Census Tract 548, Queens County, New York",1119,926,55,215,0,469,0,131,56,193,126,0,0,0,0,50,17
3.60811E+11,105,"Block Group 1, Census Tract 552, Queens County, New York",1794,1280,144,770,0,248,0,0,118,514,182,20,0,0,0,225,87
3.60811E+11,105,"Block Group 2, Census Tract 552, Queens County, New York",1192,898,90,110,0,345,0,277,76,294,108,0,0,0,0,186,0
3.60811E+11,105,"Block Group 1, Census Tract 554, Queens County, New York",1290,1106,143,192,0,629,0,142,0,184,55,4,0,0,0,125,0
3.60811E+11,105,"Block Group 2, Census Tract 554, Queens County, New York",1097,653,207,138,0,286,22,0,0,444,251,42,0,0,0,144,7
3.60811E+11,105,"Block Group 1, Census Tract 556, Queens County, New York",1666,1363,123,178,0,773,0,85,204,303,159,0,0,10,0,121,13
3.60811E+11,105,"Block Group 2, Census Tract 556, Queens County, New York",656,556,29,165,0,261,0,87,14,100,10,0,0,0,0,81,9
3.60811E+11,105,"Block Group 1, Census Tract 558, Queens County, New York",392,261,62,0,0,167,0,14,18,131,55,0,0,26,0,0,50
3.60811E+11,105,"Block Group 2, Census Tract 558, Queens County, New York",1361,975,190,271,0,343,0,31,140,386,34,8,0,0,0,307,37
3.60811E+11,105,"Block Group 1, Census Tract 560, Queens County, New York",905,758,171,34,0,411,0,65,77,147,56,7,0,7,0,50,27
3.60811E+11,105,"Block Group 2, Census Tract 560, Queens County, New York",838,689,274,144,3,236,0,5,27,149,28,7,0,0,0,114,0
3.60811E+11,105,"Block Group 1, Census Tract 562, Queens County, New York",1691,1344,438,275,0,305,0,100,226,347,105,7,7,24,0,195,9
3.60811E+11,105,"Block Group 1, Census Tract 564, Queens County, New York",1570,1159,250,153,0,434,0,220,102,411,135,0,0,0,0,251,25
3.60811E+11,105,"Block Group 1, Census Tract 566, Queens County, New York",619,506,12,122,0,255,0,28,89,113,69,0,0,8,0,26,10
3.60811E+11,105,"Block Group 2, Census Tract 566, Queens County, New York",825,539,73,252,0,147,0,0,67,286,52,0,0,0,0,222,12
3.60811E+11,105,"Block Group 1, Census Tract 568, Queens County, New York",2127,1761,38,1525,0,20,0,58,120,366,10,73,0,0,0,283,0
3.60811E+11,105,"Block Group 2, Census Tract 568, Queens County, New York",826,794,56,642,0,77,0,17,2,32,0,8,0,0,0,24,0
3.60811E+11,105,"Block Group 3, Census Tract 568, Queens County, New York",917,837,33,725,0,31,0,0,48,80,11,0,0,0,0,68,1
3.60811E+11,105,"Block Group 4, Census Tract 568, Queens County, New York",849,396,11,329,0,43,0,0,13,453,0,74,0,0,0,349,30
3.60811E+11,105,"Block Group 1, Census Tract 580, Queens County, New York",1036,940,18,840,4,0,52,26,0,96,47,25,0,0,0,0,24
3.60811E+11,105,"Block Group 2, Census Tract 580, Queens County, New York",943,605,0,514,0,79,0,12,0,338,61,117,0,0,0,146,14
3.60811E+11,105,"Block Group 3, Census Tract 580, Queens County, New York",1157,1011,4,833,0,0,0,79,95,146,28,22,0,0,0,67,29
3.60811E+11,105,"Block Group 4, Census Tract 580, Queens County, New York",675,675,9,666,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 582, Queens County, New York",1496,1355,25,1321,0,0,0,0,9,141,0,0,0,0,0,89,52
3.60811E+11,105,"Block Group 2, Census Tract 582, Queens County, New York",2417,2253,89,1950,0,13,0,84,117,164,19,104,12,0,0,25,4
3.60811E+11,105,"Block Group 3, Census Tract 582, Queens County, New York",1043,925,19,793,0,0,0,89,24,118,0,12,0,0,0,106,0
3.60811E+11,105,"Block Group 1, Census Tract 590, Queens County, New York",1622,1496,4,1368,107,0,0,6,11,126,0,35,0,0,0,91,0
3.60811E+11,105,"Block Group 1, Census Tract 592, Queens County, New York",1307,1272,0,1248,0,0,0,20,4,35,35,0,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 594, Queens County, New York",1038,971,6,954,0,5,0,0,6,67,0,43,0,0,0,12,12
3.60811E+11,105,"Block Group 2, Census Tract 594, Queens County, New York",804,762,0,706,0,0,0,9,47,42,0,32,0,0,0,0,10
3.60811E+11,105,"Block Group 1, Census Tract 596, Queens County, New York",948,887,3,876,0,0,0,0,8,61,1,44,0,0,0,16,0
3.60811E+11,105,"Block Group 2, Census Tract 596, Queens County, New York",514,500,17,476,0,0,0,0,7,14,0,14,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 598, Queens County, New York",552,535,12,501,0,0,0,0,22,17,0,17,0,0,0,0,0
3.60811E+11,105,"Block Group 2, Census Tract 598, Queens County, New York",1141,1089,8,1027,0,5,0,15,34,52,2,15,0,0,0,35,0
3.60811E+11,105,"Block Group 1, Census Tract 600, Queens County, New York",1188,1112,4,1065,23,11,0,0,9,76,5,40,0,0,0,7,24
3.60811E+11,105,"Block Group 1, Census Tract 606, Queens County, New York",507,507,23,470,0,0,0,0,14,0,0,0,0,0,0,0,0
3.60811E+11,105,"Block Group 2, Census Tract 606, Queens County, New York",830,759,9,731,0,5,0,9,5,71,0,0,0,0,0,71,0
3.60811E+11,105,"Block Group 1, Census Tract 608, Queens County, New York",1728,1660,63,1597,0,0,0,0,0,68,21,47,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 610, Queens County, New York",1351,1320,4,1316,0,0,0,0,0,31,0,31,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 612, Queens County, New York",1142,1126,0,1119,0,0,0,0,7,16,1,15,0,0,0,0,0
3.60811E+11,105,"Block Group 2, Census Tract 612, Queens County, New York",709,699,0,685,0,0,0,14,0,10,0,0,0,0,0,10,0
3.60811E+11,105,"Block Group 1, Census Tract 614, Queens County, New York",1318,1192,12,1083,0,30,0,42,25,126,0,66,0,0,0,60,0
3.60811E+11,105,"Block Group 1, Census Tract 616.01, Queens County, New York",825,773,6,685,0,9,0,0,73,52,6,46,0,0,0,0,0
3.60811E+11,105,"Block Group 2, Census Tract 616.01, Queens County, New York",941,846,0,844,0,2,0,0,0,95,51,44,0,0,0,0,0
3.60811E+11,105,"Block Group 3, Census Tract 616.01, Queens County, New York",610,579,0,579,0,0,0,0,0,31,0,31,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 616.02, Queens County, New York",845,804,19,773,0,0,0,0,12,41,12,5,0,0,0,24,0
3.60811E+11,105,"Block Group 2, Census Tract 616.02, Queens County, New York",408,376,14,339,7,0,0,0,16,32,17,15,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 618, Queens County, New York",790,774,59,686,0,0,0,15,14,16,16,0,0,0,0,0,0
3.60811E+11,105,"Block Group 2, Census Tract 618, Queens County, New York",1052,1044,6,1025,0,0,0,0,13,8,0,8,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 620, Queens County, New York",1439,1338,17,1184,46,91,0,0,0,101,33,56,0,0,0,12,0
3.60811E+11,105,"Block Group 1, Census Tract 622, Queens County, New York",848,770,19,745,0,0,0,0,6,78,42,36,0,0,0,0,0
3.60811E+11,105,"Block Group 2, Census Tract 622, Queens County, New York",993,862,0,849,0,8,0,0,5,131,50,8,0,0,0,0,73
3.60811E+11,105,"Block Group 1, Census Tract 624, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 626, Queens County, New York",1113,1039,8,1011,0,0,0,9,11,74,0,13,0,0,0,61,0
3.60811E+11,105,"Block Group 2, Census Tract 626, Queens County, New York",1292,1265,12,1177,0,14,0,46,16,27,0,14,13,0,0,0,0
3.60811E+11,105,"Block Group 3, Census Tract 626, Queens County, New York",686,563,0,542,0,0,0,0,21,123,0,87,0,0,0,36,0
3.60811E+11,105,"Block Group 1, Census Tract 630, Queens County, New York",931,850,5,827,0,0,0,0,18,81,0,54,0,0,0,27,0
3.60811E+11,105,"Block Group 2, Census Tract 630, Queens County, New York",703,688,8,670,0,0,0,1,9,15,2,13,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 632, Queens County, New York",759,759,6,743,0,5,0,0,5,0,0,0,0,0,0,0,0
3.60811E+11,105,"Block Group 2, Census Tract 632, Queens County, New York",1946,1824,28,1699,0,78,0,0,19,122,27,18,0,0,0,77,0
3.60811E+11,105,"Block Group 1, Census Tract 638, Queens County, New York",1119,981,0,909,0,0,0,66,6,138,11,127,0,0,0,0,0
3.60811E+11,105,"Block Group 2, Census Tract 638, Queens County, New York",423,374,16,352,0,6,0,0,0,49,23,0,0,0,0,26,0
3.60811E+11,105,"Block Group 3, Census Tract 638, Queens County, New York",547,527,111,408,0,0,0,0,8,20,0,0,0,0,0,20,0
3.60811E+11,105,"Block Group 4, Census Tract 638, Queens County, New York",1020,775,20,677,0,58,0,0,20,245,135,43,0,0,0,0,67
3.60811E+11,105,"Block Group 5, Census Tract 638, Queens County, New York",744,697,35,642,0,0,0,20,0,47,0,37,0,0,0,10,0
3.60811E+11,105,"Block Group 1, Census Tract 646, Queens County, New York",1970,1777,16,1740,0,0,0,0,21,193,11,42,10,0,0,130,0
3.60811E+11,105,"Block Group 2, Census Tract 646, Queens County, New York",1440,1390,6,1334,0,0,0,8,42,50,0,0,0,0,0,50,0
3.60811E+11,105,"Block Group 1, Census Tract 650, Queens County, New York",1597,1475,56,1393,0,0,0,0,26,122,0,43,0,0,0,43,36
3.60811E+11,105,"Block Group 2, Census Tract 650, Queens County, New York",1503,1426,23,1334,25,0,0,7,37,77,26,43,0,0,0,8,0
3.60811E+11,105,"Block Group 1, Census Tract 654, Queens County, New York",1104,875,20,847,0,0,0,0,8,229,54,121,0,0,0,12,42
3.60811E+11,105,"Block Group 2, Census Tract 654, Queens County, New York",1301,1187,25,1085,0,24,0,0,53,114,73,7,0,0,0,0,34
3.60811E+11,105,"Block Group 3, Census Tract 654, Queens County, New York",884,614,41,381,0,172,0,0,20,270,132,8,0,0,0,116,14
3.60811E+11,105,"Block Group 1, Census Tract 656, Queens County, New York",1042,979,0,725,0,99,0,0,155,63,0,0,0,0,0,63,0
3.60811E+11,105,"Block Group 2, Census Tract 656, Queens County, New York",1353,1276,23,1222,0,31,0,0,0,77,77,0,0,0,0,0,0
3.60811E+11,105,"Block Group 3, Census Tract 656, Queens County, New York",3421,3327,101,3122,0,31,0,60,13,94,0,94,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 660, Queens County, New York",1380,1201,70,1096,35,0,0,0,0,179,80,0,58,0,0,26,15
3.60811E+11,105,"Block Group 2, Census Tract 660, Queens County, New York",2344,2206,123,2058,0,18,0,0,7,138,38,100,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 664, Queens County, New York",282,282,173,37,0,72,0,0,0,0,0,0,0,0,0,0,0
3.60811E+11,105,"Block Group 2, Census Tract 664, Queens County, New York",1805,1310,125,1131,0,15,0,0,39,495,0,0,0,0,0,495,0
3.60811E+11,105,"Block Group 3, Census Tract 664, Queens County, New York",659,659,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60811E+11,105,"Block Group 4, Census Tract 664, Queens County, New York",845,826,0,775,0,0,0,0,51,19,0,19,0,0,0,0,0
3.60811E+11,105,"Block Group 5, Census Tract 664, Queens County, New York",1755,1580,110,1469,0,1,0,0,0,175,56,55,0,0,0,0,64
3.60811E+11,105,"Block Group 6, Census Tract 664, Queens County, New York",1217,1217,48,1128,0,41,0,0,0,0,0,0,0,0,0,0,0
3.60811E+11,105,"Block Group 7, Census Tract 664, Queens County, New York",2004,1948,43,1878,0,0,0,0,27,56,0,17,0,21,0,0,18
3.60811E+11,105,"Block Group 8, Census Tract 664, Queens County, New York",699,699,0,666,0,33,0,0,0,0,0,0,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 680, Queens County, New York",1167,1084,0,1002,0,52,0,23,7,83,34,49,0,0,0,0,0
3.60811E+11,105,"Block Group 2, Census Tract 680, Queens County, New York",1757,1747,21,1653,0,73,0,0,0,10,0,10,0,0,0,0,0
3.60811E+11,105,"Block Group 3, Census Tract 680, Queens County, New York",1746,1727,3,1519,0,46,0,148,11,19,19,0,0,0,0,0,0
3.60811E+11,105,"Block Group 4, Census Tract 680, Queens County, New York",773,764,0,764,0,0,0,0,0,9,0,9,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 682, Queens County, New York",667,573,9,564,0,0,0,0,0,94,10,0,0,0,0,62,22
3.60811E+11,105,"Block Group 2, Census Tract 682, Queens County, New York",442,392,0,358,0,26,0,4,4,50,0,50,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 690, Queens County, New York",1838,1812,3,1796,0,0,0,0,13,26,0,26,0,0,0,0,0
3.60811E+11,105,"Block Group 2, Census Tract 690, Queens County, New York",1651,1649,46,1471,0,36,52,0,44,2,2,0,0,0,0,0,0
3.60811E+11,105,"Block Group 1, Census Tract 694, Queens County, New York",1989,1830,136,1570,0,77,0,0,47,159,92,38,0,0,0,12,17
3.60811E+11,105,"Block Group 2, Census Tract 694, Queens County, New York",1821,1655,51,1520,0,17,0,0,67,166,7,38,0,0,0,121,0
3.60811E+11,105,"Block Group 1, Census Tract 1301, Queens County, New York",509,500,314,0,0,186,0,0,0,9,0,0,0,0,0,4,5
3.60811E+11,105,"Block Group 2, Census Tract 1301, Queens County, New York",1384,979,280,432,30,208,0,0,29,405,90,8,0,0,0,248,59
3.60811E+11,105,"Block Group 3, Census Tract 1301, Queens County, New York",509,377,25,87,0,226,0,22,17,132,0,27,25,0,0,19,61
3.60811E+11,105,"Block Group 4, Census Tract 1301, Queens County, New York",1592,1137,594,207,38,249,0,18,31,455,294,14,0,0,0,147,0
3.60812E+11,105,"Block Group 1, Census Tract 1551.01, Queens County, New York",1762,1744,1722,0,0,0,0,0,22,18,18,0,0,0,0,0,0
3.60812E+11,105,"Block Group 1, Census Tract 1551.02, Queens County, New York",1450,1384,1217,16,0,151,0,0,0,66,58,8,0,0,0,0,0
3.60812E+11,105,"Block Group 2, Census Tract 1551.02, Queens County, New York",1602,1294,443,160,0,691,0,0,0,308,53,0,0,0,0,255,0
3.60812E+11,105,"Block Group 3, Census Tract 1551.02, Queens County, New York",1666,1443,834,210,0,387,0,0,12,223,84,0,0,0,0,120,19
3.60812E+11,105,"Block Group 4, Census Tract 1551.02, Queens County, New York",1771,1417,665,132,0,620,0,0,0,354,103,0,0,0,0,251,0
3.60812E+11,105,"Block Group 5, Census Tract 1551.02, Queens County, New York",1574,1080,544,257,0,213,0,0,66,494,433,0,0,0,0,61,0
3.60812E+11,105,"Block Group 6, Census Tract 1551.02, Queens County, New York",981,857,521,146,0,112,0,0,78,124,87,0,0,20,0,17,0
3.60812E+11,105,"Block Group 1, Census Tract 1567, Queens County, New York",1516,1201,328,253,0,607,0,0,13,315,161,72,0,0,0,79,3
3.60812E+11,105,"Block Group 1, Census Tract 1571.01, Queens County, New York",680,366,168,0,0,198,0,0,0,314,260,0,0,0,0,33,21
3.60812E+11,105,"Block Group 2, Census Tract 1571.01, Queens County, New York",1044,975,185,0,0,763,0,0,27,69,69,0,0,0,0,0,0
3.60812E+11,105,"Block Group 3, Census Tract 1571.01, Queens County, New York",505,505,230,137,0,138,0,0,0,0,0,0,0,0,0,0,0
3.60812E+11,105,"Block Group 4, Census Tract 1571.01, Queens County, New York",1183,850,236,39,0,543,0,0,32,333,47,40,0,0,0,246,0
3.60812E+11,105,"Block Group 5, Census Tract 1571.01, Queens County, New York",1692,1611,497,0,0,1100,0,14,0,81,39,0,0,0,0,17,25
3.60812E+11,105,"Block Group 6, Census Tract 1571.01, Queens County, New York",927,915,253,1,0,637,0,0,24,12,12,0,0,0,0,0,0
3.60812E+11,105,"Block Group 7, Census Tract 1571.01, Queens County, New York",1761,1402,546,0,0,834,0,0,22,359,19,0,0,0,0,340,0
3.60812E+11,105,"Block Group 8, Census Tract 1571.01, Queens County, New York",676,658,118,57,0,483,0,0,0,18,18,0,0,0,0,0,0
3.60812E+11,105,"Block Group 1, Census Tract 1571.02, Queens County, New York",959,675,166,31,0,461,0,0,17,284,181,47,0,0,0,56,0
3.60812E+11,105,"Block Group 2, Census Tract 1571.02, Queens County, New York",1309,1135,171,28,12,858,0,54,12,174,60,0,21,0,0,88,5
3.60812E+11,105,"Block Group 1, Census Tract 1579.01, Queens County, New York",835,835,172,174,0,420,0,0,69,0,0,0,0,0,0,0,0
3.60812E+11,105,"Block Group 2, Census Tract 1579.01, Queens County, New York",1017,939,119,17,0,794,0,0,9,78,78,0,0,0,0,0,0
3.60812E+11,105,"Block Group 3, Census Tract 1579.01, Queens County, New York",784,694,326,0,0,332,0,0,36,90,90,0,0,0,0,0,0
3.60812E+11,105,"Block Group 4, Census Tract 1579.01, Queens County, New York",1333,1158,404,0,0,669,0,8,77,175,38,0,0,0,0,137,0
3.60812E+11,105,"Block Group 5, Census Tract 1579.01, Queens County, New York",533,533,138,8,0,274,0,0,113,0,0,0,0,0,0,0,0
3.60812E+11,105,"Block Group 6, Census Tract 1579.01, Queens County, New York",726,693,307,0,0,363,0,7,16,33,0,0,0,0,0,33,0
3.60812E+11,105,"Block Group 1, Census Tract 1579.02, Queens County, New York",642,616,284,28,0,262,42,0,0,26,23,2,0,0,0,1,0
3.60812E+11,105,"Block Group 2, Census Tract 1579.02, Queens County, New York",1110,886,274,0,0,578,0,0,34,224,200,0,0,11,0,13,0
3.60812E+11,105,"Block Group 3, Census Tract 1579.02, Queens County, New York",740,700,313,0,100,246,0,41,0,40,40,0,0,0,0,0,0
3.60812E+11,105,"Block Group 4, Census Tract 1579.02, Queens County, New York",917,917,152,0,0,765,0,0,0,0,0,0,0,0,0,0,0
3.60812E+11,105,"Block Group 5, Census Tract 1579.02, Queens County, New York",790,662,233,21,0,266,0,0,142,128,40,0,0,0,0,0,88
3.60812E+11,105,"Block Group 1, Census Tract 1579.03, Queens County, New York",866,866,290,0,0,576,0,0,0,0,0,0,0,0,0,0,0
3.60812E+11,105,"Block Group 2, Census Tract 1579.03, Queens County, New York",1058,957,250,131,0,576,0,0,0,101,21,0,0,0,0,65,15
3.60812E+11,105,"Block Group 3, Census Tract 1579.03, Queens County, New York",1379,1225,422,0,0,754,0,49,0,154,154,0,0,0,0,0,0
3.60812E+11,105,"Block Group 4, Census Tract 1579.03, Queens County, New York",794,785,431,0,0,354,0,0,0,9,0,0,0,0,0,0,9
3.60812E+11,105,"Block Group 1, Census Tract 1617, Queens County, New York",1347,864,454,2,0,342,0,0,66,483,351,0,0,0,0,132,0
3.60812E+11,105,"Block Group 2, Census Tract 1617, Queens County, New York",959,813,514,0,0,275,0,0,24,146,68,0,0,0,0,67,11
3.60812E+11,105,"Block Group 3, Census Tract 1617, Queens County, New York",983,831,519,0,0,284,0,0,28,152,152,0,0,0,0,0,0
3.60812E+11,105,"Block Group 4, Census Tract 1617, Queens County, New York",1517,1197,517,320,0,349,0,0,11,320,165,16,47,0,0,67,25
